input_file,si,ti,n
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,254
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,255
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,256
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,257
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,258
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,259
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,260
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,261
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,262
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,263
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,264
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,265
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,266
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,267
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,268
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,269
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,270
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,271
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,272
